name,asin,keyword,price,stars,rating_count,url
"Bliksem SSD 120Go SATA Ⅲ 6Go/s 2,5"" Disque Interne SSD 3D NAND Jusqu’à 520 Mo/s，Compatible avec Les Ordinateurs Portables Et Les Ordinateurs De Bureau H650 (Noir 120Go",B09WDHD5QD,SSD,,"4,3 sur 5 étoiles",291 évaluations,https://www.amazon.fr/Interne-Compatible-Ordinateurs-Portables-Bliksem/dp/B09WDHD5QD/ref=sr_1_107
"SABRENT USB-C Boîtier NVMe SSD M.2, Adaptateur Externe USB 3.2 Gen2 10Gbps, Aluminium Boîtier Disque Dur pour PCIe, M.2 SATA, M Key/M+B Key 2230/2242/2260/2280, SSD Enclosure Case sans Outil, EC-SNVE",B08RVC6F9Y,SSD,,"4,4 sur 5 étoiles",8 948 évaluations,https://www.amazon.fr/Sabrent-Bo%C3%AEtier-Type-C-pour-PCIe/dp/B08RVC6F9Y/ref=sr_1_106
Sxdluzi BoîTier SSD M2 BoîTier NVME Adaptateur SSD M.2 vers USB pour NVME PCIE NGFF SATA M + Clé B 2230/2242/2260/2280 Double Protocole (B),B0BG212RYG,SSD,25,,,https://www.amazon.fr/Sxdluzi-Bo%C3%AETier-Adaptateur-Double-Protocole/dp/B0BG212RYG/ref=sr_1_105
"Toshiba Canvio Partner 4To Portable 2.5"" HDD externe, USB 3.2 Gen 1, compatible Mac et Windows, USB Powered",B0BGXY2NZ4,SSD,110,"4,6 sur 5 étoiles",8 956 évaluations,https://www.amazon.fr/Toshiba-Canvio-Partner-4To-Portable-2-5-HDD-externe-USB-3-2-Gen-1-compatible-Mac-et-Windows-USB-Powered/dp/B0BGXY2NZ4/ref=sr_1_104
"Sabrent 2230 M.2 NVMe Gen4 256Go SSD Interne, 4650Mo/s Lecture, PCIe 4.0 X4 Disque SSD Interne Compatible avec Steam Deck, Surface Pro, PC, NUC et Ordinateurs Portables (SB-2130-256GB)",B0BQG58F34,SSD,57,"4,5 sur 5 étoiles",97 évaluations,https://www.amazon.fr/Sabrent-Compatible-Ordinateurs-Portables-SB-2130-256GB/dp/B0BQG58F34/ref=sr_1_103
Patriot P310 M.2 PCIe Gen 3 x4 240Go SSD a Basse Consommation - P310P240GM28,B09KY7PMCS,SSD,24,"4,6 sur 5 étoiles",133 évaluations,https://www.amazon.fr/Patriot-P310-240Go-Basse-Consommation/dp/B09KY7PMCS/ref=sr_1_102
Integral Disque SSD 500 Go TLC M1 NVME M.2 2280 PCIe Gen3x4 R-3450 Mo/s W-2400 Mo/s,B09P5BTJTJ,SSD,36,"4,5 sur 5 étoiles",910 évaluations,https://www.amazon.fr/Disque-Integral-Gen3x4-R-3450-W-2400/dp/B09P5BTJTJ/ref=sr_1_101
"Dogfish SSD 64Go SATA3 2.5 inch Unidad De Estado Sólido Incorporada 7MM Height High Speed Incluye SSD 32Go 60Go 64Go 120Go 128Go 240Go 250Go 480Go 500Go 1To (64Go, 2.5''-SATA3)",B07WCM8CVG,SSD,58,"4,4 sur 5 étoiles",286 évaluations,https://www.amazon.fr/Dogfish-Unidad-Incorporada-Incluye-2-5-SATA3/dp/B07WCM8CVG/ref=sr_1_100
Kingston NV1 NVMe PCIe SSD 500GB M.2 2280 - SNVS/500G Noir,B091BCQK7B,SSD,59,"4,7 sur 5 étoiles",11 516 évaluations,https://www.amazon.fr/Kingston-NVMe-PCIe-500GB-2280/dp/B091BCQK7B/ref=sr_1_99
Transcend 256Go SATA III 6Gb/s MTS830S 80 mm M.2 SSD 830S Solid State Drive TS512GMTS830S,B07KG1283L,SSD,36,"4,6 sur 5 étoiles",2 276 évaluations,https://www.amazon.fr/Transcend-256Go-MTS830S-Solid-TS512GMTS830S/dp/B07KG1283L/ref=sr_1_98
"Gigastone 128 Go Game Turbo SSD Interne 2.5〞Disque Dur SSD SATA III 6 Go/s. 3D NAND Flash, Haute Vitesse de Lecture jusqu'à 520 Mo/s. pour PS4, PC, Ordinateur Portable et Laptop",B07NTL9X7F,SSD,18,"4,5 sur 5 étoiles",212 évaluations,https://www.amazon.fr/Gigastone-N-A-SSD-128/dp/B07NTL9X7F/ref=sr_1_97
"Seagate IronWolf 4 To, Disque dur interne NAS HDD, CMR 3,5"" SATA 6 Gbit/s 5 900 tr/min, 64 Mo de mémoire cache, pour NAS RAID, Ouverture facile, services Rescue valables 3 ans (ST4000VNZ08)",B07H289S79,HDD,€,"4,7 sur 5 étoiles",11 131 évaluations,https://www.amazon.fr/Seagate-St4000vnz08-Ironwolf-Interne-1-8-Bay-syst%C3%A8mes/dp/B07H289S79/ref=sr_1_48
"Disque Dur Externe Toshiba Canvio Basics 1To, Noir, USB 3.2. Gen 1 (HDTB410EK3AA)",B07997KKSK,HDD,52,"4,7 sur 5 étoiles",78 257 évaluations,https://www.amazon.fr/Toshiba-HDTB410EK3AA-Disque-Externe-Portable/dp/B07997KKSK/ref=sr_1_96
"Western Digital WD Red Plus 3.5"" 2000 Go Série ATA III",B08VH891FS,HDD,138,"4,6 sur 5 étoiles",385 évaluations,https://www.amazon.fr/Western-Digital-Plus-2000-S%C3%A9rie/dp/B08VH891FS/ref=sr_1_95
"Seagate Ultra Touch, 2 To, Disque dur externe portable HDD – Noir, USB-C USB 3.0, Abonnement de 4 mois à la formule Adobe Creative Cloud, et services Rescue valables 2 ans (STHH2000400)",B07LGNHNJ9,HDD,87,"4,5 sur 5 étoiles",5 707 évaluations,https://www.amazon.fr/externe-portable-Seagate-USB-3-0-STHH2000400/dp/B07LGNHNJ9/ref=sr_1_94
"Hurricane Disque Dur Externe Portable HDD 320Go, 2,5"" USB 3.0 en Aluminium pour Le Stockage, Sauvegarde pour Ordinateur Portable, Ordinateur de Bureau, PC, TV, Ps4, Ps5, Xbox, Windows, Mac, Linux",B07QHWGXYK,HDD,27,"4,3 sur 5 étoiles",286 évaluations,https://www.amazon.fr/Hurricane-GD25612-Externe-Aluminium-Festplatte/dp/B07QHWGXYK/ref=sr_1_93
Seagate Momentus Thin 7200 500gb Sata,B00II56U0I,HDD,36,"4,5 sur 5 étoiles",405 évaluations,https://www.amazon.fr/Seagate-Momentus-Thin-7200-500gb/dp/B00II56U0I/ref=sr_1_92
WD Gold 16To HDD sATA 6Gb/s 512e,B089S33PR3,HDD,433,"4,2 sur 5 étoiles",87 évaluations,https://www.amazon.fr/Western-Digital-Gold-16To-sATA/dp/B089S33PR3/ref=sr_1_91
"Western Digital WD Red Plus 3.5"" 3000 Go Série ATA III",B08VH9NDV7,HDD,99,"4,4 sur 5 étoiles",461 évaluations,https://www.amazon.fr/Western-Digital-Plus-3000-S%C3%A9rie/dp/B08VH9NDV7/ref=sr_1_90_mod_primary_new
"Seagate SkyHawk 6 To, Disque dur interne de surveillance HDD, 3,5"" SATA 6 Gbit/s, 256 Mo mémoire cache, pour système de caméras de sécurité, services Rescue valables 3 ans (ST6000VX001)",B07CN9QQ41,HDD,164,"4,4 sur 5 étoiles",1 666 évaluations,https://www.amazon.fr/Seagate-Skyhawk-ST6000VX001-Disque-6000Go/dp/B07CN9QQ41/ref=sr_1_89
"Seagate IronWolf Pro, 16 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST16000NT001)",B0B94PNF7P,HDD,446,"5,0 sur 5 étoiles",2 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94PNF7P/ref=sr_1_88
"Seagate IronWolf Pro, 20 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST20000NT001)",B0B94MF4LP,HDD,662,"5,0 sur 5 étoiles",3 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94MF4LP/ref=sr_1_87
Seagate Surv. Skyhawk 6To HDD,B079HCMBFT,HDD,164,"4,2 sur 5 étoiles",87 évaluations,https://www.amazon.fr/Video-Skyhawk-256MB-5-4K-SATA/dp/B079HCMBFT/ref=sr_1_86
"Seagate Barracuda Pro 2.5"" 1000 Go Série ATA III",B07957Q6RY,HDD,66,"4,6 sur 5 étoiles",281 évaluations,https://www.amazon.fr/Seagate-DD-P-SG-1T-LM049-Disque-Dur-Interne/dp/B07957Q6RY/ref=sr_1_85
"WD 4To My Passport Bleu - Disque dur externe portable avec logiciels de gestion et de sauvegarde et protection par mot de passe, compatible PC, Xbox et PS4",B07VP5WG78,HDD,157,"4,5 sur 5 étoiles",2 301 évaluations,https://www.amazon.fr/WD-Passport-sauvegarde-automatique-protection/dp/B07VP5WG78/ref=sr_1_84_mod_primary_new
"WD Blue 4 To 3.5"" Disque dur interne - Classe 5400 RPM, SATA 6 Gb/s, Cache de 64 Mo",B00HRNYWIO,HDD,154,"4,5 sur 5 étoiles",1 525 évaluations,https://www.amazon.fr/interne-Desktop-Mainstream-intellipower-al%C3%A9atoire/dp/B00HRNYWIO/ref=sr_1_83
"JAHURO 4 To Portable HDD HDD External USB 3.1 USB-C 4 To Mobile Disque Dur External, 3 Years Rescue Service, Compatible avec Playstation, Xbox, PC, Mac, Windows, Linux (4 TB, Gold)",B0BQ3R983P,HDD,,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Playstation/dp/B0BQ3R983P/ref=sr_1_82
"Toshiba -MQ01ABD100- Disque dur interne 2,5'' 1000 Go SATA II",B009AYVNMQ,HDD,€,"4,4 sur 5 étoiles",3 533 évaluations,https://www.amazon.fr/Toshiba-MQ01ABD100-Disque-interne-1000/dp/B009AYVNMQ/ref=sr_1_81
"Seagate Surveillance HDD Skyhawk 3.5"" 2000 Go SATA",B093Z5DD7C,HDD,86,"4,7 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Seagate-Surveillance-Skyhawk-2000-SATA/dp/B093Z5DD7C/ref=sr_1_80_mod_primary_new
"4 To External Disque dur Portable HDD USB 3.0 Mobile Disque Dur External 3 Year Rescue Service Compatible avec Desktop/Ordinateur portable/Mac (4 To,Bleu)",B0BP2H8CDZ,HDD,46,,,https://www.amazon.fr/External-Portable-Compatible-Ordinateur-portable/dp/B0BP2H8CDZ/ref=sr_1_79
Seagate ST500VT000 Disque Dur Interne 500 Go SATA,B00CY9TQQY,HDD,18,"4,4 sur 5 étoiles",94 évaluations,https://www.amazon.fr/Seagate-ST500VT000-Disque-interne-SATA/dp/B00CY9TQQY/ref=sr_1_78
"Western Digital WD Blue Disque Dur Interne 3,5"" 500 Go SATA",B00E1C93L0,HDD,38,"4,2 sur 5 étoiles",15 évaluations,https://www.amazon.fr/Western-Digital-Blue-Disque-Interne/dp/B00E1C93L0/ref=sr_1_77
"Seagate IronWolf 3 To, Disque dur interne NAS HDD, CMR 3,5"" SATA 6 Gbit/s 5 400 tr/min, 64 Mo de mémoire cache, pour NAS RAID, services Rescue valables 3 ans (ST3000VNZ06)",B09NKZWXDD,HDD,104,"4,1 sur 5 étoiles",10 évaluations,https://www.amazon.fr/Seagate-IronWolf-services-valables-ST3000VNZ06/dp/B09NKZWXDD/ref=sr_1_76
"Western Digital - WD Blue SSD - Disque SSD interne 2.5"" SATA 2To 3D NAND",B073SBRHH6,HDD,165,"4,6 sur 5 étoiles",6 985 évaluations,https://www.amazon.fr/Western-Digital-Interne-WD-Blue/dp/B073SBRHH6/ref=sr_1_75
Seagate Compatible IronWolf ST4000VN006 - Festplatte - 4 TB - SATA 6Gb/s,B09T74CSCW,HDD,98,"3,6 sur 5 étoiles",32 évaluations,https://www.amazon.fr/Seagate-Compatible-IronWolf-ST4000VN006-Festplatte/dp/B09T74CSCW/ref=sr_1_74
Seagate Surv. Skyhawk 7200 4TB HDD,B086YXF658,HDD,112,"4,2 sur 5 étoiles",9 évaluations,https://www.amazon.fr/Seagate-Surv-Skyhawk-7200-4TB/dp/B086YXF658/ref=sr_1_73
"Seagate DISQUES DURS Barracuda 2To, ST2000DM008, 2 to",B075WWN4QJ,HDD,63,"4,6 sur 5 étoiles",2 156 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-interne-Argent/dp/B075WWN4QJ/ref=sr_1_72_mod_primary_new
Video 2.5 Hdd 500gb Sata,B00DH3TBZM,HDD,24,"4,7 sur 5 étoiles",51 évaluations,https://www.amazon.fr/Video-2-5-Hdd-500gb-Sata/dp/B00DH3TBZM/ref=sr_1_71
"WESTERN DIGITAL Blue WD20EZAZ - Disque dur - 2 To - interne - 3.5"" - SATA 6Gb/s - 5400 tours/min - mémoire tampon : 256 Mo",B07JC1TQ7N,HDD,59,"4,6 sur 5 étoiles",21 803 évaluations,https://www.amazon.fr/Western-Digital-Disque-Interne-Capacit%C3%A9/dp/B07JC1TQ7N/ref=sr_1_70_mod_primary_new
"JAHURO 4 To Portable HDD External Disque dur USB 3.1 USB-C HDD 4 To Mobile Disque Dur External 3-Year Rescue Service Compatible avec Mac, Bureau, Ordinateur portable (4 To, Bleu)",B0BQC3HNNZ,HDD,45,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Ordinateur/dp/B0BQC3HNNZ/ref=sr_1_69
"Seagate One Touch 5 To, Disque dur externe HDD –Bleu clair, USB 3.0, pour PC portable et Mac, Abonnement de 4 mois à la formule Adobe Creative Cloud, et services Rescue valables 2 ans (STKC5000402)",B08JDLVNZ5,HDD,129,"4,7 sur 5 étoiles",324 évaluations,https://www.amazon.fr/Seagate-portable-Abonnement-Creative-STKC5000402/dp/B08JDLVNZ5/ref=sr_1_68
HP Storeeasy 16tb Lff HDD Bndl,B00JI9PIHO,HDD,,,,https://www.amazon.fr/Storeeasy-16tb-Lff-HDD-Bndl/dp/B00JI9PIHO/ref=sr_1_67
Western Digital HDD Red Plus 6TB 3.5 SATA 256MB,B0BDXQ61Z9,HDD,250,"4,7 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Western-Digital-Plus-SATA-256MB/dp/B0BDXQ61Z9/ref=sr_1_66
Seagate Barracuda 500 Go (ST500DM009),B01IEKG3TY,HDD,,"4,6 sur 5 étoiles",22 253 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-500-Go-40-70/dp/B01IEKG3TY/ref=sr_1_65
Crucial X8 4To SSD Portable - Jusqu’à 1050Mo/s - PC et Mac - Disque SSD externe USB 3.2 - CT4000X8SSD9,B0B787PNL7,HDD,298,"4,6 sur 5 étoiles",8 101 évaluations,https://www.amazon.fr/Crucial-X8-4To-externe-CT4000X8SSD9/dp/B0B787PNL7/ref=sr_1_64
"WD_Black P10 4To - Disque dur portable externe gaming pour un accès mobile à votre bibliothèque de jeux, fonctionne sur console et PC",B07VNTFK87,HDD,139,"4,6 sur 5 étoiles",320 évaluations,https://www.amazon.fr/WD_Black-P10-4To-biblioth%C3%A8que-fonctionne/dp/B07VNTFK87/ref=sr_1_63
"Seagate IronWolf 10 To, Disque dur interne NAS HDD – CMR 3,5 pouces SATA 6 Gbits/s 7 200 tr/min, 256 Mo de mémoire cache, pour stockage en réseau NAS RAID, services Rescue (ST10000VN000)",B095R8NNRY,HDD,,"3,8 sur 5 étoiles",11 évaluations,https://www.amazon.fr/Seagate-IronWolf-Interne-Pouces-200-TR/dp/B095R8NNRY/ref=sr_1_62
"Disque dur externe 2 To USB 3.1 USB-C 2 To HDD HDD External Reliable Backup for Gaming, Students, Professionals (2 To, Red)",B0BQC9J4QN,HDD,37,,,https://www.amazon.fr/externe-External-Reliable-Students-Professionals/dp/B0BQC9J4QN/ref=sr_1_61
"JAHURO 4 To Portable HDD HDD External USB 3.1 USB-C 4 To Mobile Disque Dur External, 3 Years Rescue Service, Compatible avec Playstation, Xbox, PC, Mac, Windows, Linux (4 TB, Red)",B0BQ3PBRKV,HDD,48,,,https://www.amazon.fr/JAHURO-Portable-External-Compatible-Playstation/dp/B0BQ3PBRKV/ref=sr_1_60
"Seagate SkyHawk 6 To, Disque dur interne de vidéosurveillance, 3,5"", SATA 6 Go/s, 256 Mo de mémoire cache, pour système de caméras de sécurité, 3 ans services Rescue en interne, FFP (ST6000VXZ01)",B07H28M89D,HDD,164,"4,6 sur 5 étoiles",4 510 évaluations,https://www.amazon.fr/Seagate-St6000vxz01-1-64-Cam%C3%A9ras-Surveillance-syst%C3%A8mes/dp/B07H28M89D/ref=sr_1_59
"Seagate IronWolf Pro, 18 to, Disque Dur d'entreprise Interne NAS HDD – CMR, 3,5”, SATA 6 Gbits/s, 7 200 TR/Min, 256 Mo de mémoire Cache, Rescue Services (ST18000NT001)",B0B94MRX2H,HDD,552,"5,0 sur 5 étoiles",2 évaluations,https://www.amazon.fr/Seagate-IronWolf-Disque-dentreprise-Interne/dp/B0B94MRX2H/ref=sr_1_58
"Seagate Laptop Thin HDD Disque dur interne 2,5"" 500 Go SATA II",B008BG62A2,HDD,34,"4,5 sur 5 étoiles",628 évaluations,https://www.amazon.fr/Seagate-Laptop-Thin-Disque-interne/dp/B008BG62A2/ref=sr_1_57
"Disque Dur Externe Toshiba Canvio Basics 2To, Noir, USB 3.2. Gen 1 (HDTB420EK3AA)",B07994QL95,HDD,69,"4,7 sur 5 étoiles",43 804 évaluations,https://www.amazon.fr/Toshiba-HDTB420EK3AA-Disque-Externe-Portable/dp/B07994QL95/ref=sr_1_56
"Seagate HDD Ironwolf 3,5"" 1TB SATA 6GB/s",B0BNGMFMZB,HDD,77,,,https://www.amazon.fr/Seagate-HDD-Ironwolf-1TB-SATA/dp/B0BNGMFMZB/ref=sr_1_55
"Mommachi Disque Dur Externe, 2To - USB 3.1 Ultra-Mince 2.5"" Design métallique HDD Portable pour PC, Mac, Portable (Noir)",B0BTCNXJDD,HDD,29,"4,8 sur 5 étoiles",6 956 évaluations,https://www.amazon.fr/Mommachi-Disque-Dur-Externe-2To/dp/B0BTCNXJDD/ref=sr_1_54
"Seagate Barracuda 2TB Desktop Barracuda ST2000DM008, 3.5"", ST2000DM008 (Barracuda ST2000DM008, 3.5, 2000 GB, 7200 RPM)",B075QJTBVT,HDD,123,"4,5 sur 5 étoiles",1 929 évaluations,https://www.amazon.fr/Seagate-barracuda-desktop-3-5in-ST2000DM008/dp/B075QJTBVT/ref=sr_1_53
"Disque dur externe 2 To portable, disque dur externe 2 To portable, disque dur externe SSD haute vitesse USB 3.1 HDD externe 2 To pour Mac, PC, ordinateur portable (2 To Black-A)-B5",B0BNTF1GB3,HDD,40,"2,2 sur 5 étoiles",6 évaluations,https://www.amazon.fr/Disque-externe-portable-vitesse-ordinateur/dp/B0BNTF1GB3/ref=sr_1_52
,,HDD,,,,https://www.amazon.fr/Seagate-Ordinateur-Portable-Interne-St1000lm035/dp/B06XRZ8GB9/ref=sr_1_51
"Toshiba DT01ACA100 Disque dur interne 32 MO 3,5'' SATA III 7200 tours/min 1 To",B009AYWCJE,HDD,49,"4,2 sur 5 étoiles",2 960 évaluations,https://www.amazon.fr/Toshiba-DT01ACA100-Disque-interne-tours/dp/B009AYWCJE/ref=sr_1_50
WD Red Plus 8To SATA 6Gb/s 3.5p HDD,B09QQX27GM,HDD,234,"4,6 sur 5 étoiles",310 évaluations,https://www.amazon.fr/Red-Plus-8To-SATA-3-5p/dp/B09QQX27GM/ref=sr_1_49
"Seagate SkyHawk 6 To, Disque dur interne de vidéosurveillance, 3,5"", SATA 6 Go/s, 256 Mo de mémoire cache, pour système de caméras de sécurité, 3 ans services Rescue en interne, FFP (ST6000VXZ01)",B07H28M89D,HDD,164,"4,6 sur 5 étoiles",4 510 évaluations,https://www.amazon.fr/Seagate-St6000vxz01-1-64-Cam%C3%A9ras-Surveillance-syst%C3%A8mes/dp/B07H28M89D/ref=sr_1_47
Toshiba 4TB S300 Surveillance HDD,B0BGM58VQK,HDD,92,"3,9 sur 5 étoiles",5 évaluations,https://www.amazon.fr/Toshiba-4TB-S300-Surveillance-HDD/dp/B0BGM58VQK/ref=sr_1_46
"Disque Dur Externe Toshiba Canvio Basics 1To, Noir, USB 3.2. Gen 1 (HDTB410EK3AA)",B07997KKSK,HDD,52,"4,7 sur 5 étoiles",78 257 évaluations,https://www.amazon.fr/Toshiba-HDTB410EK3AA-Disque-Externe-Portable/dp/B07997KKSK/ref=sr_1_45
"Disque Dur Externe Portable - 2.5'' USB 3.0 Ultra Fin Tout-Aluminium Stockage HDD pour PC, Mac, TV, Ordinateur de Bureau, Wii U, Windows (160Go, Gris)",B07CS92BKQ,HDD,20,"4,5 sur 5 étoiles",41 066 évaluations,https://www.amazon.fr/Maxone-externe-portable-ordinateur-Charcoal/dp/B07CS92BKQ/ref=sr_1_44
"WESTERN DIGITAL Blue WD20EZAZ - Disque dur - 2 To - interne - 3.5"" - SATA 6Gb/s - 5400 tours/min - mémoire tampon : 256 Mo",B07JC1TQ7N,HDD,59,"4,6 sur 5 étoiles",21 803 évaluations,https://www.amazon.fr/Western-Digital-Disque-Interne-Capacit%C3%A9/dp/B07JC1TQ7N/ref=sr_1_43_mod_primary_new
"Toshiba S300 2 to Disque Dur Interne HDD pour Surveillance - Bulk (3,5 Pouces SATA 6 Gbit/s 5400 TR/Min 128 Mo de mémoire Cache)",B08L9TLPJV,HDD,67,"4,6 sur 5 étoiles",317 évaluations,https://www.amazon.fr/Toshiba-S300-Disque-Interne-Surveillance/dp/B08L9TLPJV/ref=sr_1_42
"Seagate IronWolf 10 To, Disque dur interne NAS HDD – CMR 3,5 pouces SATA 6 Gbits/s 7 200 tr/min, 256 Mo de mémoire cache, pour stockage en réseau NAS RAID, services Rescue (ST10000VN000)",B095R8NNRY,HDD,209,"3,8 sur 5 étoiles",11 évaluations,https://www.amazon.fr/Seagate-IronWolf-Interne-Pouces-200-TR/dp/B095R8NNRY/ref=sr_1_41
"Seagate ST2000VM003 Pipeline HD Disque dur interne 3,5"" 2 To SATA II",B008B0RQ1C,HDD,45,"4,3 sur 5 étoiles",441 évaluations,https://www.amazon.fr/Seagate-ST2000VM003-Pipeline-Disque-interne/dp/B008B0RQ1C/ref=sr_1_40
WD Elements Disque Dur Externe Portable 2 To - USB 3.0 - WDBU6Y0020BBK-EESN,B00D0L5BH8,HDD,86,"4,6 sur 5 étoiles",2 850 évaluations,https://www.amazon.fr/Elements-Disque-Externe-Portable-WDBU6Y0020BBK-EESN/dp/B00D0L5BH8/ref=sr_1_39
"Western Digital WD Red Plus 3.5"" 4000 Go Série ATA III",B08VH8C3WZ,HDD,114,"4,5 sur 5 étoiles",2 247 évaluations,https://www.amazon.fr/Western-Digital-Plus-4000-S%C3%A9rie/dp/B08VH8C3WZ/ref=sr_1_38
"Seagate HDD Ironwolf 3,5"" 1TB SATA 6GB/s",B0BNGMFMZB,HDD,77,,,https://www.amazon.fr/Seagate-HDD-Ironwolf-1TB-SATA/dp/B0BNGMFMZB/ref=sr_1_37
"Seagate HDD Barracuda 1TB 2.5"" 5.4K SATA 7mm ST1000LM048",B01LYNQXCP,HDD,51,"4,6 sur 5 étoiles",5 327 évaluations,https://www.amazon.fr/Seagate-Barracuda-Disque-5400-TR-128-Mo/dp/B01LYNQXCP/ref=sr_1_36
"Seagate ST500DM002 Barracuda Disque dur interne 3,5"" SATA III 7200 tours / min 500 Go",B005CT56R6,HDD,,"4,3 sur 5 étoiles",9 594 évaluations,https://www.amazon.fr/Seagate-ST500DM002-Barracuda-Disque-interne/dp/B005CT56R6/ref=sr_1_35
WD Red Plus 8To SATA 6Gb/s 3.5p HDD,B09QQX27GM,HDD,234,"4,6 sur 5 étoiles",310 évaluations,https://www.amazon.fr/Red-Plus-8To-SATA-3-5p/dp/B09QQX27GM/ref=sr_1_34
"Sonnics Disque dur SATA 7200 tr/min 4 To 3,5"" pour PC de bureau ou de surveillance Système de vidéosurveillance DVR (renouvelé)",B0BJQGBYRK,HDD,56,,,https://www.amazon.fr/Sonnics-surveillance-Syst%C3%A8me-vid%C3%A9osurveillance-renouvel%C3%A9/dp/B0BJQGBYRK/ref=sr_1_33
"Seagate Ultra Touch, 2 To, Disque dur externe portable HDD – Noir, USB-C USB 3.0, Abonnement de 4 mois à la formule Adobe Creative Cloud, et services Rescue valables 2 ans (STHH2000400)",B07LGNHNJ9,HDD,87,"4,5 sur 5 étoiles",5 707 évaluations,https://www.amazon.fr/externe-portable-Seagate-USB-3-0-STHH2000400/dp/B07LGNHNJ9/ref=sr_1_32
"Seagate Skyhawk ST4000VXZ16 Disque Dur Interne 4 to 64 caméras 3,5"" Cache 64 Mo SATA 6 GB/s Argenté FFP + 3 Ans de Service de Sauvegarde",B0B1JPYH2Z,HDD,107,"5,0 sur 5 étoiles",6 évaluations,https://www.amazon.fr/Seagate-Skyhawk-ST4000VXZ16-Interne-Sauvegarde/dp/B0B1JPYH2Z/ref=sr_1_31
"WD_Black P10 4To - Disque dur portable externe gaming pour un accès mobile à votre bibliothèque de jeux, fonctionne sur console et PC",B07VNTFK87,HDD,139,"4,6 sur 5 étoiles",320 évaluations,https://www.amazon.fr/WD_Black-P10-4To-biblioth%C3%A8que-fonctionne/dp/B07VNTFK87/ref=sr_1_30
"Seagate Exos X16, 14 To, Disque dur interne d’entreprise HDD, SATA, 3.5"", pour entreprise et centre de données (ST14000NM001G)",B07T63FDJQ,HDD,319,"4,4 sur 5 étoiles",832 évaluations,https://www.amazon.fr/Seagate-Technology-ST14000NM001G-Enterprise-7200RPM/dp/B07T63FDJQ/ref=sr_1_29
"Western Digital Blue 3.5"" 4000 Go SATA",B087QTVCHH,HDD,115,"4,5 sur 5 étoiles",2 688 évaluations,https://www.amazon.fr/WD-Blue-Disque-Dur-SATA/dp/B087QTVCHH/ref=sr_1_28_mod_primary_new
"Disque Dur Externe Toshiba Canvio Basics 2To, Noir, USB 3.2. Gen 1 (HDTB420EK3AA)",B07994QL95,HDD,69,"4,7 sur 5 étoiles",43 804 évaluations,https://www.amazon.fr/Toshiba-HDTB420EK3AA-Disque-Externe-Portable/dp/B07994QL95/ref=sr_1_27
Seagate NAS HDD 6To IronWolf,B083JBZC5K,HDD,164,"4,4 sur 5 étoiles",474 évaluations,https://www.amazon.fr/SEAGATE-NAS-HDD-6To-IronWolf/dp/B083JBZC5K/ref=sr_1_26
"Toshiba MQ01ABD050V Disque Dur Interne 2,5"" 500 Go SATA",B07D5SVWS5,HDD,27,"4,4 sur 5 étoiles",173 évaluations,https://www.amazon.fr/Toshiba-MQ01ABD050V-Disque-Interne-SATA/dp/B07D5SVWS5/ref=sr_1_25
"Disque Dur Externe Toshiba Canvio Basics 4To, Noir, USB 3.2. Gen 1 (HDTB440EK3CA)",B07KPM58FX,HDD,101,"4,6 sur 5 étoiles",11 738 évaluations,https://www.amazon.fr/Canvio-Basics-2-5-Black-USB/dp/B07KPM58FX/ref=sr_1_24
"Seagate FireCuda, 4 To, Disque dur interne - CMR 3,5 pouces SATA 6 Gbits/s 7 200 tr/min, 256 Mo de mémoire cache, 300 To/an, 3 ans Rescue Services (ST4000DXZ05)",B09SBKXNKQ,HDD,115,"4,5 sur 5 étoiles",1 592 évaluations,https://www.amazon.fr/Seagate-FireCuda-Disque-interne-pouces/dp/B09SBKXNKQ/ref=sr_1_23
Western Digital HDD Red Plus 4TB 3.5 SATA 256MB,B0BDXSK2K7,HDD,114,"4,8 sur 5 étoiles",16 évaluations,https://www.amazon.fr/Western-Digital-Plus-SATA-256MB/dp/B0BDXSK2K7/ref=sr_1_22
"Toshiba 16TB Disque dur interne d'entreprise - MG Series 3.5"" SATA HDD Serveurs et stockage mainstream, Fonctionnement fiable 24/7, Stockage hyperscale et cloud (MG08ACA16TE)",B0832BL1HC,HDD,270,"4,1 sur 5 étoiles",1 054 évaluations,https://www.amazon.fr/Toshiba-MG08ACA16TE-4260557511091/dp/B0832BL1HC/ref=sr_1_21
